389	500
605	320
376	520
404	480
421	460
439	440
324	600
281	600
733	260
506	380
803	240
949	200
484	400
569	340
362	540
533	360
348	560
454	420
876	220
640	300
337	580
692	280
395	500
605	500
289	500
195	500
526	500
261	500
169	500
633	320
378	520
442	520
288	520
176	520
606	520
265	520
172	520
249	520
403	480
681	480
245	480
433	480
262	480
168	480
703	460
428	460
125	460
69	460
728	440
442	440
389	440
515	440
465	440
325	600
252	600
384	600
166	600
139	600
237	600
217	600
177	600
182	600
58	600
753	260
512	380
76	380
484	380
829	240
944	200
498	400
260	400
506	400
591	340
366	540
393	540
181	540
627	540
281	540
237	540
336	540
175	540
556	360
80	360
441	360
70	560
350	560
321	560
132	560
273	560
170	560
334	560
192	560
355	560
470	420
587	420
361	420
245	420
477	420
857	220
663	300
343	580
149	580
132	580
268	580
174	580
245	580
211	580
365	580
58	580
708	280
395	500
605	500
289	500
195	500
526	500
261	500
169	500
633	320
378	520
442	520
288	520
176	520
606	520
265	520
172	520
249	520
403	480
681	480
245	480
433	480
262	480
168	480
703	460
428	460
125	460
69	460
728	440
442	440
389	440
515	440
465	440
325	600
252	600
384	600
166	600
139	600
237	600
217	600
177	600
182	600
58	600
753	260
512	380
76	380
484	380
829	240
944	200
498	400
260	400
506	400
591	340
366	540
393	540
181	540
627	540
281	540
237	540
336	540
175	540
556	360
80	360
441	360
70	560
350	560
321	560
132	560
273	560
170	560
334	560
192	560
355	560
470	420
587	420
361	420
245	420
477	420
857	220
663	300
343	580
149	580
132	580
268	580
174	580
245	580
211	580
365	580
58	580
708	280
395	500
605	500
289	500
195	500
526	500
261	500
169	500
633	320
378	520
442	520
288	520
176	520
606	520
265	520
172	520
249	520
403	480
681	480
245	480
433	480
262	480
168	480
703	460
428	460
125	460
69	460
728	440
442	440
389	440
515	440
465	440
325	600
252	600
384	600
166	600
139	600
237	600
217	600
177	600
182	600
58	600
753	260
512	380
76	380
484	380
829	240
944	200
498	400
260	400
506	400
591	340
366	540
393	540
181	540
627	540
281	540
237	540
336	540
175	540
556	360
80	360
441	360
70	560
350	560
321	560
132	560
273	560
170	560
334	560
192	560
355	560
470	420
587	420
361	420
245	420
477	420
857	220
663	300
343	580
149	580
132	580
268	580
174	580
245	580
211	580
365	580
58	580
708	280
192	1819
89	481
91	925
183	1489
92	751
89	706
109	328
88	625
145	187
105	1321
247	1714
111	316
126	244
207	1573
232	46
249	16
166	1846
90	838
91	841
210	1555
87	601
86	610
229	1762
215	1531
231	61
91	829
206	1591
91	724
231	52
158	1870
134	217
250	28
125	1417
129	247
113	1372
169	1474
115	1399
221	76
92	442
160	1888
86	607
157	1885
151	166
92	988
116	1393
240	40
101	364
91	454
88	643
212	1597
113	298
96	430
87	520
89	502
88	562
105	1315
227	1669
87	910
106	1342
88	688
91	880
109	319
203	1504
89	715
93	748
91	736
182	1831
211	1543
87	556
116	1381
126	250
139	1444
89	529
87	652
90	766
215	1606
132	1435
106	355
97	367
230	67
179	1921
93	865
219	1771
261	25
88	658
234	1684
90	958
212	1534
203	1816
92	946
215	1612
229	1750
93	952
92	919
59	919
92	871
163	1864
211	1519
83	577
120	1408
162	1462
218	82
88	592
235	1672
104	1327
185	1822
87	604
110	1351
111	310
150	178
214	1603
90	553
235	1645
151	1453
89	799
222	1768
232	1759
87	646
200	1501
117	286
88	685
211	1621
139	211
110	1363
239	1702
94	460
247	1711
113	301
195	1498
157	1459
88	496
120	277
155	160
230	1663
89	970
105	1333
92	730
91	817
177	1486
86	574
232	1642
90	667
91	451
92	778
123	256
99	382
146	184
89	895
88	907
117	1402
129	226
158	154
91	466
87	568
242	34
207	1546
91	739
91	994
138	205
89	514
162	1900
110	1366
93	775
99	397
236	1687
122	1411
104	1411
120	259
179	1828
208	1516
209	1594
93	700
112	307
191	1492
131	223
88	505
115	1396
89	859
235	1741
92	694
101	370
216	1624
90	973
108	1345
117	1384
89	484
179	1825
235	1675
92	943
18	943
158	1876
99	421
90	757
210	1558
236	1738
89	499
87	586
91	883
238	1651
136	208
91	835
88	886
239	1729
148	1447
110	1354
155	1882
138	190
88	664
166	1909
103	1309
213	1618
161	142
159	157
87	589
99	400
125	232
119	1387
162	1465
113	1375
211	1579
237	1732
119	262
151	175
88	517
178	1483
172	1840
214	1627
161	145
90	544
167	136
223	1789
242	37
90	928
199	1567
106	340
88	967
91	721
91	931
88	526
94	787
88	892
87	559
207	1561
93	796
88	631
92	727
113	295
205	1813
87	565
127	229
92	853
234	1690
101	1300
217	88
246	1720
89	826
89	934
245	1723
136	214
229	1744
146	172
86	649
106	358
87	616
120	274
249	1705
211	1801
89	550
236	43
228	64
159	151
206	1552
214	1525
126	253
90	712
94	772
115	1378
90	709
88	628
91	805
92	439
102	376
125	238
235	1699
214	1615
87	634
138	193
89	847
105	1324
100	1303
238	1678
212	1600
100	373
89	964
221	1777
218	1792
205	1609
249	31
211	1804
160	1891
91	862
91	955
20	955
205	1810
160	1894
218	85
91	718
88	913
109	325
91	940
231	1654
179	1915
108	352
166	1468
94	436
86	598
91	703
223	1630
87	613
231	1639
90	832
89	511
101	394
117	289
175	1837
257	22
90	691
87	670
91	472
22	1423
133	1423
91	979
203	1510
90	976
228	1753
121	271
235	1726
86	661
150	1456
90	490
210	1564
89	961
236	1693
88	655
91	820
111	1369
105	337
171	1912
219	70
242	1708
90	769
137	202
220	1783
89	901
250	1717
109	322
93	811
98	385
167	139
88	538
232	49
150	181
226	1747
91	469
90	856
192	1495
92	784
91	733
106	1336
231	1666
199	94
166	1849
89	493
97	409
215	1807
166	1861
159	148
105	334
108	1348
90	823
164	1852
163	1858
87	640
105	1330
201	1507
93	991
171	133
247	13
158	1873
98	418
115	1390
94	793
35	793
120	265
92	874
92	448
151	169
92	697
224	1756
207	1582
88	619
256	4
91	916
237	1735
216	1522
133	220
106	331
216	1798
161	1897
95	433
136	1432
107	1360
100	391
170	1843
124	1420
232	55
87	682
89	478
138	196
89	532
138	199
106	1339
90	547
88	922
139	1438
177	1918
98	403
89	541
207	1537
168	1471
203	1513
93	814
86	571
93	754
87	673
207	1570
104	1318
155	1879
87	637
108	304
88	523
204	1588
98	808
216	1528
99	427
96	406
91	868
95	745
206	1585
209	1549
167	130
222	1774
88	595
165	1903
222	1633
88	679
91	949
19	949
93	742
90	475
147	1450
92	802
120	1414
94	445
94	760
219	79
107	349
93	985
98	388
98	415
92	877
222	1765
179	1477
229	1681
85	580
95	781
88	889
119	1405
87	676
90	982
150	163
106	343
89	487
119	280
141	1441
90	844
109	346
117	283
243	1696
88	622
165	1906
101	1306
171	1834
242	7
207	1576
89	535
85	583
160	1855
126	241
94	790
99	379
132	1429
88	508
231	1780
115	292
108	1357
91	763
235	1657
120	268
92	463
89	898
126	235
100	424
206	97
232	58
232	1660
96	412
110	313
91	997
230	1636
220	73
249	19
171	1480
92	937
128	1426
212	1540
255	1
215	1786
104	1312
158	1867
236	1648
92	457
221	1795
88	904
106	361
91	850
209	91
180	1819
94	481
89	925
178	1489
99	751
99	706
110	328
86	625
142	187
101	1321
245	1714
115	316
121	244
203	1573
245	46
261	16
91	838
329	841
92	841
194	1555
89	601
84	610
233	1762
205	1531
241	61
91	829
92	724
232	52
140	1870
137	217
251	28
125	1417
132	247
112	1372
118	1399
224	76
95	442
147	1888
85	607
158	1885
89	988
118	1393
250	40
102	364
92	454
89	643
118	298
100	430
95	520
90	502
96	1315
243	1669
89	910
97	1342
91	688
94	880
111	319
191	1504
95	715
97	748
170	1831
197	1543
113	1381
131	250
140	1444
87	529
86	652
98	766
113	355
98	367
232	67
90	865
218	1771
85	658
229	1684
84	958
203	1534
186	1816
91	946
235	1750
93	952
89	919
94	871
163	1864
204	1519
126	1408
154	1462
213	82
89	592
241	1672
97	1327
175	1822
88	604
103	1351
112	310
145	178
220	1645
150	1453
88	799
233	1759
85	646
186	1501
129	286
98	685
208	1621
140	211
102	1363
243	1702
95	460
248	1711
118	301
186	1498
153	1459
121	277
150	160
244	1663
91	970
92	1333
90	817
178	1486
226	1642
90	667
93	451
100	778
121	256
100	382
149	184
87	895
89	907
122	1402
127	226
161	154
97	466
250	34
196	1546
99	739
94	994
139	205
93	514
105	1366
101	775
101	397
242	1687
123	1411
121	259
170	1828
200	1516
103	700
114	307
181	1492
136	223
92	505
117	1396
94	859
233	1741
99	694
102	370
212	1624
89	973
97	1345
118	1384
94	484
171	1825
237	1675
90	943
134	1876
100	421
96	757
192	1558
245	1738
87	499
89	883
242	1651
138	208
91	835
84	886
151	1447
107	1354
151	1882
141	190
88	664
94	1309
202	1618
167	142
102	400
128	232
117	1387
159	1465
111	1375
208	1579
237	1732
123	262
146	175
91	517
212	1627
166	145
88	544
161	136
211	1789
251	37
92	928
201	1567
114	340
92	967
92	721
92	931
88	526
92	787
91	892
197	1561
92	796
90	631
93	727
118	295
198	1813
129	229
92	853
243	1690
94	1300
205	88
246	1720
90	826
90	934
250	1723
142	214
235	1744
148	172
85	649
114	358
87	616
123	274
246	1705
207	1801
93	550
249	43
236	64
156	151
196	1552
203	1525
125	253
97	712
103	772
112	1378
96	709
90	805
96	439
96	376
133	238
228	1699
88	634
142	193
90	847
99	1324
91	1303
242	1678
98	373
90	964
228	1777
207	1792
249	31
211	1804
152	1891
93	862
88	955
201	1810
217	85
91	718
85	913
110	325
90	940
244	1654
111	352
157	1468
96	436
88	598
93	703
217	1630
88	613
220	1639
87	832
94	511
102	394
122	289
99	691
91	670
96	472
91	979
195	1510
90	976
233	1753
128	271
242	1726
84	661
145	1456
199	1564
88	961
246	1693
84	655
88	820
109	1369
113	337
245	1708
99	769
141	202
212	1783
89	901
244	1717
115	322
87	811
101	385
163	139
231	49
148	181
235	1747
97	469
184	1495
94	784
99	1336
245	1666
204	94
93	493
103	409
207	1807
160	1861
162	148
113	334
97	1348
90	823
170	1858
84	640
93	1330
193	1507
92	991
169	133
255	13
135	1873
100	418
120	1390
94	793
127	265
93	874
